name,short_description,description,main_photo_filepath,gallery_photo_filepaths,variants,url
Shake Defence,<p>Das Abwehrholz Shake Defence wurde noch einmal neu aufgelegt.</p>,"<div class=""rte text--pull""> <p>Das Abwehrholz Shake Defence wurde noch einmal neu aufgelegt.</p> <p>Die Neuauflage erkennen Sie an dem dunklen Griff.</p> <p>Die Spieleigenschaften haben sich nur leicht geändert.</p> <p>Das Hinoki Deckfurnier hat einen weichen Anschlag und die Carbon Schicht die direkt unter dem Deckfurnier liegt erzeugt einen extrem großen Sweetspot, macht das Holz aber auch steif. Dadurch können schnelle Konter mit einen hohen Störeffet einfach gespielt werden. Durch das extrem vergrößerte Blatt hat das Holz trotz seiner guten Geschwindigkeit aber eine gute Kontrolle und ist präzise zu spielen.</p> <p>Blattgröße: 161x167</p> <p> </p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Shake Defence\MainImage\shake-defence-dunkler-griff-nittaku-tischtennis-schlaeger-hoelzer_1600x.jpg%3Fv=1545135778,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Shake Defence\GalleryImages\shake-defence-neu-dunkler-griff-nittaku-tischtennis-hoelzer-schlaeger_1600x.jpg%3Fv=1545135778,"{""key_value_pairs"": [[""Title"", ""gerade // straight""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/defensive-holzer/products/shake-defence
Nittaku Violoncello DEF,<p>Das <em><strong>VIOLONCELLO</strong></em> ist das langsamste Holz aus der <strong><em>ACOUSTIC</em></strong>-Serie und ist besonders für defensives Spiel geeignet.</p>,"<div class=""rte text--pull""> <p>Das <em><strong>VIOLONCELLO</strong></em> ist das langsamste Holz aus der <strong><em>ACOUSTIC</em></strong>-Serie und ist besonders für defensives Spiel geeignet.</p> <p>Es zeichnet sich durch ein sehr weiches Anschlaggefühl und hohe Kontrolle aus.</p> <p>Für den Bau der <strong><em>ACOUSTIC</em></strong>-Serie werden ausschließlich Materialien verwendet, die auch bei der Produktion von hochwertigen Streichinstrumenten zum Einsatz kommen.</p> <p> </p> <p> </p> <p><span style=""color: #666666;"">MADE IN JAPAN</span></p> <p><span style=""color: #666666;"">Furnierschichten: 5 </span></p> <p><span style=""color: #666666;"">Holzdicke: 5,3 mm</span></p> <p><span style=""color: #666666;"">Gewicht: ca. 92g</span></p> <p><span style=""color: #666666;"">Maße: 164 X 154 mm</span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Violoncello DEF\MainImage\violoncello_fl_2_nittaku_1600x.jpg%3Fv=1375566224,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Violoncello DEF\GalleryImages\violoncello_st_nittaku_1600x.jpg%3Fv=1375569714;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Violoncello DEF\GalleryImages\violoncello_st_2_nittaku_1600x.jpg%3Fv=1375566225;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Violoncello DEF\GalleryImages\violoncello_fl_nittaku_1600x.jpg%3Fv=1375564555,"{""key_value_pairs"": [[""Griffform // handle"", ""gerade // straight""], [""Griffform // handle"", ""konkav // flared""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/defensive-holzer/products/violoncello-def
Nittaku Fastarc C-1,<p>Der<em><strong> Nittaku FASTARC C-1</strong></em> ist ein Belag für offensives Spiel.</p>,"<div class=""rte text--pull""> <p>Der<em><strong> Nittaku FASTARC C-1</strong></em> ist ein Belag für offensives Spiel.</p> <p>Der Fastarc C1 hat im Vergleich zum G1 einen weicheren Schwamm mit mehr Katapult und einer Härte von ca. 43°. Die Noppen der griffigen Oberfläche stehen recht dicht zusammen, was den Anschlag der Belages etwas härter macht.</p> <p>Diese Kombination verleiht dem Fastarc C-1 eine gute Geschwindigkeit. Aufgrund des etwas weicheren Schwamms ist die Flugkurve etwas tiefer und es können nicht ganz so hohe Rotationen erzeugt werden. Dafür ist die Eigendynamik des Belages höher als beim Fastarc G1</p> <p> </p> <p><strong>Made in Germany</strong></p> <p><span style=""color: #666666;""><strong>Spin: 11.8</strong></span></p> <p><span style=""color: #666666;""><strong>Speed: 12.3</strong></span></p> <p><span style=""color: #666666;""><strong>Schwammhärte: ca. 43°</strong></span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Fastarc C-1\MainImage\fastarc_c-1_tischtennisbelag_nittaku_1600x.png%3Fv=1408536850,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Fastarc C-1\GalleryImages\nittaku_fastarc_vergleich_56bbb142-3d30-4759-bfb4-2c5394de17c7_1600x.jpg%3Fv=1450286527,"{""key_value_pairs"": [[""Farbe // color"", ""rot//red""], [""Farbe // color"", ""schwarz // black""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"};{""key_value_pairs"": [[""Stärke // thickness"", ""1.8mm//thick""], [""Stärke // thickness"", ""2.0mm //superthick""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/fastarc-serie/products/fastarc-c-1
Nittaku Fastarc G-1,<p>Der<em><strong> FASTARC G-1</strong></em> ist ein Tischtennis Belag für offensives Spiel. Durch die griffige Oberfläche und den 47° harten Schwamm lassen sich hohe Geschwindigkeiten mit extrem viel Spin erzeugen. Der Katapult ist dank des etwas härteren Schwamms nicht zu stark. Somit ist der Belag gut zu kontrollieren.</p>,"<div class=""rte text--pull""> <p>Der<em><strong> FASTARC G-1</strong></em> ist ein Tischtennis Belag für offensives Spiel. Durch die griffige Oberfläche und den 47° harten Schwamm lassen sich hohe Geschwindigkeiten mit extrem viel Spin erzeugen. Der Katapult ist dank des etwas härteren Schwamms nicht zu stark. Somit ist der Belag gut zu kontrollieren.</p> <p>Der Belag wird von Mima Ito und Masataka Marizonio gespielt!</p> <p>Der Fastarc G1 ist der meistverkaufte Belag in Japan.</p> <p><a href=""https://world-tt.com/ps_goods/goods_ranking.php"" title=""Meistverkaufte Tischtennis Beläge"">Rangliste Tischtennis Material</a></p> <p><span class=""Apple-style-span""> </span></p> <p><span style=""color: #666666;""><strong>Made in Germany</strong></span></p> <p><span style=""color: #666666;""><strong>Spin: 11.8</strong></span></p> <p><span style=""color: #666666;""><strong>Speed: 12.3</strong></span></p> <p><span style=""color: #666666;""><strong>Schwammhärte: 47°</strong></span></p> <p><br/></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Fastarc G-1\MainImage\nittaku_fastarc_g-1_1600x.png%3Fv=1609778806,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Fastarc G-1\GalleryImages\nittaku_fastarc_vergleich_681aca8b-220a-4c39-beb0-8f642377e3dc_1600x.jpg%3Fv=1609778868;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Fastarc G-1\GalleryImages\fastarc-g1-nittaku-deutschland-belag-material-mima-ito_1600x.jpg%3Fv=1736419596,"{""key_value_pairs"": [[""Farbe // color"", ""schwarz//black""], [""Farbe // color"", ""rot//red""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"};{""key_value_pairs"": [[""Stärke // thickness"", ""1.8 mm//thick""], [""Stärke // thickness"", ""2,0 mm//superthick""], [""Stärke // thickness"", ""MAX""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/fastarc-serie/products/fastarc-g-1
Fastarc P-1,<p>Der neue <strong><em>Fastarc P-1</em></strong> ist die nächste Antwort von Nittaku auf den Kunststoffball.</p>,"<div class=""rte text--pull""> <p>Der neue <strong><em>Fastarc P-1</em></strong> ist die nächste Antwort von Nittaku auf den Kunststoffball.</p> <p>Die Kombination von den neuen katapultigen <strong>Strong Sponge</strong> Schwämmen mit einer griffigen, etwas weicheren Oberfläche bildet eine Einheit, die extrem viel Power speichert und in Topspins mit unschlagbarer Rotation und Geschwindigkeit umwandelt.</p> <p>Da die Noppen der Oberfläche etwas weiter auseinander stehen, kann der Ball sich etwas tiefer in die Oberfläche eingraben. Dadurch spürt man den Balltreffpunkt sehr genau. Der Strong Sponge mit 47° Härte hat einen guten Katapult und wird kaum komprimiert. Dadurch erreicht dieser Belag eine gute Genauigkeit. </p> <p>Dieser Belag ist für gnadenloses Offensivspiel nah am Tisch und aus der Halbdistanz konzipiert worden.</p> <p><span style=""color: #666666;""><strong>Made in Germany</strong></span></p> <p><strong>Spin: 15.5 </strong></p> <p><strong>Speed: 12.25</strong></p> <p><strong>Härte: ca 47.°</strong></p> <p> </p> <p><iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/_Yh7ZN4GgQU"" width=""560""></iframe></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Fastarc P-1\MainImage\fastarc_p-1_nittaku_tischtennisbelag_deutschland_1600x.png%3Fv=1437421820,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Fastarc P-1\GalleryImages\fastarc_p-1_schwamm_poren_nittaku_1600x.png%3Fv=1437425009,"{""key_value_pairs"": [[""Farbe // Color"", ""rot // red""], [""Farbe // Color"", ""schwarz // black""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"};{""key_value_pairs"": [[""Stärke // Thickness"", ""2.0 mm // superthick""], [""Stärke // Thickness"", ""1.8 mm // thick""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/fastarc-serie/products/fastarc-p1
Nittaku Fastarc S-1,<p>Der <strong>Nittaku Fastarc S1</strong> ist der weichste und zusammen mit dem Fastarc P1 der <strong>schnellste</strong> Belag der Serie.</p>,"<div class=""rte text--pull""> <p>Der <strong>Nittaku Fastarc S1</strong> ist der weichste und zusammen mit dem Fastarc P1 der <strong>schnellste</strong> Belag der Serie.</p> <p>Der etwas weichere Schwamm mit 44° und das griffige Obergummi mit weiter auseinander stehenden Noppen hat einen <strong>starken Katapult</strong>. Die weichere Kombination aus der Oberfläche und dem Schwamm ergeben eine flache Flugkurve. Die <strong>Eigendynamik</strong> des Belages ist hoch. Da der Belag stark komprimiert werden kann, ist dieser Belag bei schnellen Ballwechseln etwas schwerer zu kontrollieren. Allerdings ist das Gefühl und die Kontrolle bei weich gezogenen <strong>Topspin</strong> sehr gut. </p> <p><span><strong>Made in Germany</strong></span></p> <p><strong>Spin: 11.75</strong></p> <p><strong>Speed: 15.50</strong></p> <p><strong>Härte: ca 44°</strong></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Fastarc S-1\MainImage\nittaku_fastarc_s-1_1600x.png%3Fv=1450285855,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Fastarc S-1\GalleryImages\nittaku_fastarc_vergleich_1600x.jpg%3Fv=1450286471,"{""key_value_pairs"": [[""Farbe // Color"", ""rot // red""], [""Farbe // Color"", ""schwarz // black""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"};{""key_value_pairs"": [[""Stärke // Thickness"", ""1.8mm // thick""], [""Stärke // Thickness"", ""2.0mm // superthick""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/fastarc-serie/products/fastarc-s-1
Nittaku Acoustic Carbon Inner OFF,<p>Das neue <em>ACOUSTIC CARBON INNER</em> eines der beliebtesten Hölzer aus der Acoustic Serie.</p>,"<div class=""rte text--pull""> <p>Das neue <em>ACOUSTIC CARBON INNER</em> eines der beliebtesten Hölzer aus der Acoustic Serie.</p> <p>Die Furnierzusammensetzung ist identisch mit dem <a href=""http://www.nittaku.tt/collections/hoelzer-blades/products/neu-acoustic-carbon"" target=""_blank"" title=""Nittaku Acoustic Carbon zum Vergeich"">Acoustic Carbon</a>, nur dass die Carbon Schicht hier innen liegt. Dadurch wird das Holz etwas weicher und gefühlvoller. Es gewinnt an Spin, was dem neuen Kunststoffball sehr zu Gute kommt.</p> <p>Aufgrund des weicheren Ballanschlags erhöhen sich die Kontrollwerte enorm, dadurch vermittelt das Holz ein sicheres Spielgefühl.</p> <p> </p> <p>Made in Japan</p> <p><span style=""color: #666666;""><strong>Furnierschichten: 5 + 2 Schichten Carboneinlage</strong></span><br/><span style=""color: #666666;""><strong>Holzdicke: 5,5 mm</strong></span><br/><span style=""color: #666666;""><strong>Gewicht: ca. 90g</strong></span><br/><span style=""color: #666666;""><strong>Maße: 157 X 150 mm</strong></span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic Carbon Inner OFF\MainImage\nittaku_acoustic_carbon_inner_fl2_1600x.jpg%3Fv=1663767146,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic Carbon Inner OFF\GalleryImages\nittaku_acoustic_carbon_inner_st_1600x.jpg%3Fv=1663767146;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic Carbon Inner OFF\GalleryImages\nittaku_acoustic_carbon_inner_fl_1600x.jpg%3Fv=1663767146;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic Carbon Inner OFF\GalleryImages\nittaku_acoustic_carbon_inner_st2_1600x.jpg%3Fv=1663767146,"{""key_value_pairs"": [[""Griff"", ""gerade // straight""], [""Griff"", ""konkav // flared""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/nittaku-acoustic-serie/products/acoustic-carbon-inner
Nittaku Acoustic OFF,<p>Das <strong>Nittaku</strong> <strong><em>ACOUSTIC</em></strong> ist neben dem <em>VIOLIN</em> und dem <em>VIOLONCELLO</em> das schnellste Voll-Holz aus der NITTAKU <em>ACOUSTIC</em>-Serie. Es zeichnet sich durch extreme Elastizität bei sehr hohem Tempo aus und ist sehr gut für sichere Offensiv-Spieler geeignet.</p>,"<div class=""rte text--pull""> <p>Das <strong>Nittaku</strong> <strong><em>ACOUSTIC</em></strong> ist neben dem <em>VIOLIN</em> und dem <em>VIOLONCELLO</em> das schnellste Voll-Holz aus der NITTAKU <em>ACOUSTIC</em>-Serie. Es zeichnet sich durch extreme Elastizität bei sehr hohem Tempo aus und ist sehr gut für sichere Offensiv-Spieler geeignet.</p> <p>Die Hölzer der <strong><em>ACOUSTIC</em></strong>-Serie werden ausschließlich aus hochwertigen Materialien gebaut, die auch zum Bau von Streichinstrumenten verwendet werden.</p> <p> </p> <p><span style=""color: #666666;""><strong>MADE IN JAPAN</strong></span></p> <p><span style=""color: #666666;""><strong>Furnierschichten: 5 </strong></span><br/><span style=""color: #666666;""><strong>Holzdicke: 5,7 mm</strong></span><br/><span style=""color: #666666;""><strong>Gewicht: ca. 88g</strong></span><br/><span style=""color: #666666;""><strong>Maße: 157 X 150 mm</strong></span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic OFF\MainImage\acoustic_fl_2_nittaku_1_1600x.jpg%3Fv=1663766995,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic OFF\GalleryImages\acoustic_fl2_nittaku_1600x.jpg%3Fv=1663766995;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic OFF\GalleryImages\acoustic_st_nittaku_1600x.jpg%3Fv=1663766995;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic OFF\GalleryImages\acoustic_st_2_nittaku_1600x.jpg%3Fv=1663766995,"{""key_value_pairs"": [[""Griffform // handle"", ""gerade // straight""], [""Griffform // handle"", ""konkav // flared""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/nittaku-acoustic-serie/products/acoustic-off
Nittaku Acoustic Carbon LG Handle,<p><strong>Das</strong> <em><strong>ACOUSTIC CARBON LG HANDle ist das original Nittaku Acoustic Carbon Holz nur mit etwas breiteren und dickeren Griffen</strong></em>.</p>,"<div class=""rte text--pull""> <p><strong>Das</strong> <em><strong>ACOUSTIC CARBON LG HANDle ist das original Nittaku Acoustic Carbon Holz nur mit etwas breiteren und dickeren Griffen</strong></em>.</p> <p>Diese Griffe wurden für Spieler entwickelt denen der originale Griff der Acoustic Serie zu schmal ist.</p> <p>Der LG Griff ist ca. 1 mm breiter und 1 mm kräftiger als der originale Griff.  Hat also eine Breite von 33,0 mm und eine dicke von 23,5 mm</p> <p><span style=""line-height: 16.79px;"">Dank der beiden Carbonschichten ist es ein gutes Stück schneller und härter, als das <a href=""http://nittaku.tt/collections/hoelzer-blades/products/acoustic-off"" title=""Nittaku Acoustic Holz""><em><strong>ACOUSTIC</strong></em></a>. Dennoch besitzt es das für die <a href=""http://nittaku.tt/collections/hoelzer-blades/acoustic-serie"" title=""Nittaku Acoustic Serie""><em>ACOUSTIC-SERIE</em></a> typische Anschlaggefühl und hohe Kontrollwerte.</span></p> <p> </p> <p> </p> <p><strong>MADE IN JAPAN</strong></p> <p><span style=""color: #666666;""><strong>Furnierschichten: 5 + 2 Schichten Carboneinlage</strong></span><br/><span style=""color: #666666;""><strong>Holzdicke: 5,5 mm</strong></span><br/><span style=""color: #666666;""><strong>Gewicht: ca. 90g</strong></span><br/><span style=""color: #666666;""><strong>Maße: 157 X 150 mm</strong></span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic Carbon LG Handle\MainImage\acoustic_carbon_fl_nittaku_235b40a1-ef88-4ef8-a2be-171a78398129_1600x.jpg%3Fv=1689166384,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic Carbon LG Handle\GalleryImages\acoustic_carbon_st_nittaku_fa5b0e68-f8d4-46a5-a92a-d1bf0abf70ea_1600x.jpg%3Fv=1689166385;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic Carbon LG Handle\GalleryImages\acoustic_carbon_st2_nittaku_b9fc6c86-f8e4-4e0a-bcdf-fbb5c57560f7_1600x.jpg%3Fv=1689166385;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic Carbon LG Handle\GalleryImages\acoustic_carbon_fl2_nittaku_72187e0e-2466-4e82-8735-243d9b33a49d_1600x.jpg%3Fv=1689166384,"{""key_value_pairs"": [[""Griff"", ""gerade LG Handle""], [""Griff"", ""konkav LG Handle""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/nittaku-acoustic-serie/products/kopie-von-acoustic-carbon-lg-handle
Nittaku Acoustic Carbon,<p> </p>,"<div class=""rte text--pull""> <p> </p> <p><span style=""line-height: 16.79px;"">Das <strong>NITTAKU</strong> <em><strong>ACOUSTIC CARBON</strong></em> Tischtennis Holz ist bekannt für die Präzision und Geschwindigkeit. Der Furnieraufbau ist identisch zum Nittaku Acoustic, es wurden lediglich zwei Carbon Schichten unter dem Deckfurnier platziert. Dadurch erhält das Holz einen härteren Anschlag  und einem vergrößerten Sweetspot. </span></p> <p><span style=""line-height: 16.79px;"">Dank der beiden außenliegenden Carbon Schichten ist es ein gutes Stück schneller und härter, als das <a href=""http://nittaku.tt/collections/hoelzer-blades/products/acoustic-off"" title=""Nittaku Acoustic Holz""><em><strong>ACOUSTIC</strong></em></a>. Dennoch besitzt es das für die <a href=""http://nittaku.tt/collections/hoelzer-blades/acoustic-serie"" title=""Nittaku Acoustic Serie""><em>ACOUSTIC-SERIE</em></a> typische exakte Anschlaggefühl und hat hohe Kontrollwerte.</span></p> <p><span style=""color: #666666;""><strong>MADE IN JAPAN</strong></span></p> <p><span style=""color: #666666;""><strong>Furnierschichten: 5 + 2 Schichten Carboneinlage</strong></span><br/><span style=""color: #666666;""><strong>Holzdicke: 5,5 mm</strong></span><br/><span style=""color: #666666;""><strong>Gewicht: ca. 90g</strong></span><br/><span style=""color: #666666;""><strong>Maße: 157 X 150 mm</strong></span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic Carbon\MainImage\acoustic_carbon_fl_nittaku_1600x.jpg%3Fv=1663767037,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic Carbon\GalleryImages\acoustic_carbon_st2_nittaku_1600x.jpg%3Fv=1663767037;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic Carbon\GalleryImages\acoustic_carbon_fl2_nittaku_1600x.jpg%3Fv=1663767037;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic Carbon\GalleryImages\acoustic_carbon_st_nittaku_1600x.jpg%3Fv=1663767037,"{""key_value_pairs"": [[""Griff"", ""gerade // straight""], [""Griff"", ""konkav // flared""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/nittaku-acoustic-serie/products/neu-acoustic-carbon
Nittaku Acoustic Carbon G-Revision,<p><em>NITTAKU ACOUSTIC CARBON G-REVISION. Diese Version ist eine Erweiterung der beliebten Tischtennis Hölzer der Nittaku Acoustic Serie.</em></p>,"<div class=""rte text--pull""> <p><em>NITTAKU ACOUSTIC CARBON G-REVISION. Diese Version ist eine Erweiterung der beliebten Tischtennis Hölzer der Nittaku Acoustic Serie.</em></p> <p><em>G-Revision steht für die neue Griffform die Nittaku den Hölzern der Acoustic Serie spendiert hat.  Die neuen Griffe sind etwas ovaler und kräftiger als die Griffe der ""normalen"" Acoustic Serie. Die Blattflügel haben einen etwas schmaleren Winkel, dadurch kann man tiefer in das Holz reingreifen.</em></p> <p><span style=""line-height: 16.79px;"">Das <strong>NITTAKU</strong> <em><strong>ACOUSTIC CARBON</strong></em> Tischtennis Holz ist bekannt für die Präzision und Geschwindigkeit. Der Furnieraufbau ist identisch zum Nittaku Acoustic, es wurden lediglich zwei Carbon Schichten unter dem Deckfurnier platziert. Dadurch erhält das Holz einen härteren Anschlag  und einem vergrößerten Sweetspot. </span></p> <p><span style=""line-height: 16.79px;"">Dank der beiden außenliegenden Carbon Schichten ist es ein gutes Stück schneller und härter, als das <a href=""http://nittaku.tt/collections/hoelzer-blades/products/acoustic-off"" title=""Nittaku Acoustic Holz""><em><strong>ACOUSTIC</strong></em></a>. Dennoch besitzt es das für die <a href=""http://nittaku.tt/collections/hoelzer-blades/acoustic-serie"" title=""Nittaku Acoustic Serie""><em>ACOUSTIC-SERIE</em></a> typische exakte Anschlaggefühl und hat hohe Kontrollwerte.</span></p> <p><span style=""color: #666666;""><strong>MADE IN JAPAN</strong></span></p> <p><span style=""color: #666666;""><strong>Furnierschichten: 5 + 2 Schichten Carboneinlage</strong></span><br/><span style=""color: #666666;""><strong>Holzdicke: 5,5 mm</strong></span><br/><span style=""color: #666666;""><strong>Gewicht: ca. 90g</strong></span><br/><span style=""color: #666666;""><strong>Maße: 157 X 150 mm</strong></span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic Carbon G-Revision\MainImage\NittakuAcousticG-RevisionTischtennisHolzKonkav_1600x.png%3Fv=1720016545,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic Carbon G-Revision\GalleryImages\G-RevionGriff_1600x.png%3Fv=1720014374;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic Carbon G-Revision\GalleryImages\G_Revision_Griffmass_0241bee2-b605-47b9-b576-7bfd4c9c6f43_1600x.png%3Fv=1720424673;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic Carbon G-Revision\GalleryImages\NittakuAcousticG-RevisionTischtennisHolzGerade_1600x.png%3Fv=1720016545,"{""key_value_pairs"": [[""Griff"", ""gerade // straight""], [""Griff"", ""konkav // flared""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/nittaku-acoustic-serie/products/nittaku-acoustic-carbon-g-revision
Nittaku Acoustic Carbon Inner G-Revision,<p><em>NITTAKU ACOUSTIC CARBON INNER G-REVISION. Diese Version ist eine Erweiterung der beliebten Tischtennis Hölzer der Nittaku Acoustic Serie.</em></p>,"<div class=""rte text--pull""> <p><em>NITTAKU ACOUSTIC CARBON INNER G-REVISION. Diese Version ist eine Erweiterung der beliebten Tischtennis Hölzer der Nittaku Acoustic Serie.</em></p> <p><em>G-Revision steht für die neue Griffform die Nittaku den Hölzern der Acoustic Serie spendiert hat.  Die neuen Griffe sind etwas ovaler und kräftiger als die Griffe der ""normalen"" Acoustic Serie. Die Blattflügel haben einen etwas schmaleren Winkel, dadurch kann man tiefer in das Holz reingreifen.</em></p> <p>Das Nittaku Acoustic Carbon Inner bleibt in seinen Spieleigenschaften ansonsten unverändert gut. Die Furnierzusammensetzung ist identisch mit dem <a href=""http://www.nittaku.tt/collections/hoelzer-blades/products/neu-acoustic-carbon"" target=""_blank"" title=""Nittaku Acoustic Carbon zum Vergeich"">Acoustic Carbon</a>, nur dass die Carbon Schicht hier innen liegt. Dadurch wird das Holz etwas weicher im Anschlag und gefühlvoller. Der Schläger gewinnt an Spin, was dem Kunststoffball sehr zu Gute kommt.</p> <p>Aufgrund des weicheren Ballanschlags erhöhen sich die Kontrollwerte enorm, dadurch vermittelt das Holz ein sicheres Spielgefühl.</p> <p> </p> <p>Made in Japan</p> <p><span style=""color: #666666;""><strong>Furnierschichten: 5 + 2 Schichten Carboneinlage</strong></span><br/><span style=""color: #666666;""><strong>Holzdicke: 5,5 mm</strong></span><br/><span style=""color: #666666;""><strong>Gewicht: ca. 90g</strong></span><br/><span style=""color: #666666;""><strong>Maße: 157 X 150 mm</strong></span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic Carbon Inner G-Revision\MainImage\Nittaku_Acoustic_Carbon_Inner_G-Revision_Tischtennis_Holz_Konkav_1600x.png%3Fv=1720014361,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic Carbon Inner G-Revision\GalleryImages\G-RevionGriff_1600x.png%3Fv=1720014374;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic Carbon Inner G-Revision\GalleryImages\G_Revision_Griffmass_0241bee2-b605-47b9-b576-7bfd4c9c6f43_1600x.png%3Fv=1720424673;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Acoustic Carbon Inner G-Revision\GalleryImages\Nittaku_Acoustic_Carbon_Inner_G-Revision_Tischtennis_Holz_Gerade_1600x.png%3Fv=1720014361,"{""key_value_pairs"": [[""Griff"", ""gerade // straight""], [""Griff"", ""konkav // flared""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/nittaku-acoustic-serie/products/nittaku-acoustic-carbon-inner-g-revision
